schema_field_id,sheet_name,table_name,column_order,column_name,display_name_ja,data_type,required,primary_key,foreign_key,foreign_key_target,controlled_vocabulary,example_value,definition,notes
\SSF00018,\S01_problem_archetypes,\Sproblem_archetypes,\I14,\Stypical_evaluation_cost,\S典型評価費,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Scheap,\S典型評価費を表す列。,\S
\SSF00019,\S01_problem_archetypes,\Sproblem_archetypes,\I15,\Stypical_noise,\S典型noise,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Sdeterministic,\S典型noiseを表す列。,\S
\SSF00020,\S01_problem_archetypes,\Sproblem_archetypes,\I16,\Sevaluation_reliability,\S評価 信頼性,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Sreliable,\S評価 信頼性を表す列。,\S
\SSF00021,\S01_problem_archetypes,\Sproblem_archetypes,\I17,\Ssolution_requirement,\S解・保証要求,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Sglobal_proof,\S解・保証要求を表す列。,\S
\SSF00022,\S01_problem_archetypes,\Sproblem_archetypes,\I18,\Sspecial_structure,\S特殊構造,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Sdense,\S特殊構造を表す列。,\S
\SSF00023,\S01_problem_archetypes,\Sproblem_archetypes,\I19,\Srepeated_solve_mode,\S反復 求解 mode,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Sone_off,\S反復 求解 modeを表す列。,\S
\SSF00024,\S01_problem_archetypes,\Sproblem_archetypes,\I20,\Sparallel_budget,\S並列 予算,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Sserial,\S並列 予算を表す列。,\S
\SSF00025,\S01_problem_archetypes,\Sproblem_archetypes,\I21,\Sgeneric_optimization_appropriate,\S汎用 最適化 妥当,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Sconditional,\SWhether a generic optimizer is appropriate after alternative checks.,\S
\SSF00026,\S01_problem_archetypes,\Sproblem_archetypes,\I22,\Salternative_check_ids,\S代替check ID一覧,\Sid_list_text,\Sconditional,\Sno,\Sno,\S,\S,\SALT_CLOSED_FORM;ALT_SYMBOLIC,\SConvenience denormalization; canonical relation is 22_problem_alternative_map.,\SUse canonical bridge table instead of parsing list text.
\SSF00027,\S01_problem_archetypes,\Sproblem_archetypes,\I23,\Sexample_domains,\S例 分野,\Svarchar,\Sno,\Sno,\Sno,\S,\S,\S,\S例 分野を表す列。,\S
\SSF00028,\S01_problem_archetypes,\Sproblem_archetypes,\I24,\Sfirst_questions,\S第一 質問,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\S変数型、制約、微分、評価費、noise、次元、必要保証を確認。,\S第一 質問を表す列。,\S
\SSF00029,\S01_problem_archetypes,\Sproblem_archetypes,\I25,\Ssource_ids,\S根拠情報源ID,\Sid_list_text,\Sconditional,\Sno,\Sno,\S,\S,\SS055;S056,\SSupporting sources; canonical row-level provenance is in 27_evidence_links.,\SUse canonical bridge table instead of parsing list text.
\SSF00030,\S01_problem_archetypes,\Sproblem_archetypes,\I26,\Sconfidence,\S確信度,\Svarchar,\Sconditional,\Sno,\Sno,\S,\Sconfidence,\Shigh,"\SConfidence in the recorded claim, not algorithm success probability.",\S
\SSF00031,\S01_problem_archetypes,\Sproblem_archetypes,\I27,\Slast_verified,\S最終確認日,\Sdate,\Sconditional,\Sno,\Sno,\S,\S,\S2026-07-13,\SDate on which time-sensitive facts or mappings were last checked.,\S
\SSF00032,\S02_problem_features,\Sproblem_features,\I1,\Sfeature_id,\S特徴ID,\Svarchar,\Syes,\Syes,\Sno,\S,\S,\SF_VARIABLE_DOMAIN,\S特徴IDを表す列。,\S
\SSF00033,\S02_problem_features,\Sproblem_features,\I2,\Sfeature_code,\S特徴 code,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Svariable_domain,\S特徴 codeを表す列。,\S
\SSF00034,\S02_problem_features,\Sproblem_features,\I3,\Scategory,\S分類,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Svariable,\S分類を表す列。,\S
\SSF00035,\S02_problem_features,\Sproblem_features,\I4,\Sname_ja,\S日本語名,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\S変数領域,\S日本語名を表す列。,\S
\SSF00036,\S02_problem_features,\Sproblem_features,\I5,\Sname_en,\S英語名,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\SVariable domain,\S英語名を表す列。,\S
\SSF00037,\S02_problem_features,\Sproblem_features,\I6,\Svalue_type,\S値 種別,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Senum,\S値 種別を表す列。,\S
\SSF00038,\S02_problem_features,\Sproblem_features,\I7,\Sunit,\Sunit,\Svarchar,\Sno,\Sno,\Sno,\S,\S,\Scount,\Sunitを表す列。,\S
\SSF00039,\S02_problem_features,\Sproblem_features,\I8,\Sallowed_vocab_id,\Sallowed vocab ID,\Svarchar,\Sno,\Sno,\Sno,\S,\S,\SF_VARIABLE_DOMAIN_values,\Sallowed vocab IDを表す列。,\S
\SSF00040,\S02_problem_features,\Sproblem_features,\I9,\Sdefinition,\S定義,\Stext,\Sconditional,\Sno,\Sno,\S,\S,\S変数領域,\S定義を表す列。,\S
\SSF00041,\S02_problem_features,\Sproblem_features,\I10,\Swhy_it_matters,\Swhy it matters,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\S手法・実装・保証・計算費の選択を変える。,\Swhy it mattersを表す列。,\S
\SSF00042,\S02_problem_features,\Sproblem_features,\I11,\Sboundary_notes,\Sboundary 注意,\Stext,\Sno,\Sno,\Sno,\S,\S,\S,\Sboundary 注意を表す列。,\S
\SSF00043,\S02_problem_features,\Sproblem_features,\I12,\Ssource_ids,\S根拠情報源ID,\Sid_list_text,\Sconditional,\Sno,\Sno,\S,\S,\SS054;S056,\SSupporting sources; canonical row-level provenance is in 27_evidence_links.,\SUse canonical bridge table instead of parsing list text.
\SSF00044,\S02_problem_features,\Sproblem_features,\I13,\Sconfidence,\S確信度,\Svarchar,\Sconditional,\Sno,\Sno,\S,\Sconfidence,\Shigh,"\SConfidence in the recorded claim, not algorithm success probability.",\S
\SSF00045,\S02_problem_features,\Sproblem_features,\I14,\Slast_verified,\S最終確認日,\Sdate,\Sconditional,\Sno,\Sno,\S,\S,\S2026-07-13,\SDate on which time-sensitive facts or mappings were last checked.,\S
\SSF00046,\S03_feature_values,\Sfeature_values,\I1,\Sfeature_value_id,\S特徴値ID,\Svarchar,\Syes,\Syes,\Sno,\S,\S,\SFV0001,\S特徴値IDを表す列。,\S
\SSF00047,\S03_feature_values,\Sfeature_values,\I2,\Sfeature_id,\S特徴ID,\Svarchar,\Syes,\Sno,\Syes,\S02_problem_features.feature_id,\S,\SF_VARIABLE_DOMAIN,\S特徴IDを表す列。,\S
\SSF00048,\S03_feature_values,\Sfeature_values,\I3,\Svalue_code,\S値 code,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Scontinuous,\S値 codeを表す列。,\S
\SSF00049,\S03_feature_values,\Sfeature_values,\I4,\Slabel_ja,\Slabel 日本語,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\S連続,\Slabel 日本語を表す列。,\S
\SSF00050,\S03_feature_values,\Sfeature_values,\I5,\Slabel_en,\Slabel 英語,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\SContinuous,\Slabel 英語を表す列。,\S
\SSF00051,\S03_feature_values,\Sfeature_values,\I6,\Ssort_order,\Ssort order,\Sinteger,\Sconditional,\Sno,\Sno,\S,\S,\S1,\Ssort orderを表す列。,\S
\SSF00052,\S03_feature_values,\Sfeature_values,\I7,\Sdefinition,\S定義,\Stext,\Sconditional,\Sno,\Sno,\S,\S,\S連続,\S定義を表す列。,\S
\SSF00053,\S03_feature_values,\Sfeature_values,\I8,\Slower_bound,\Slower bound,\Svarchar,\Sno,\Sno,\Sno,\S,\S,\S,\Slower boundを表す列。,\S
\SSF00054,\S03_feature_values,\Sfeature_values,\I9,\Supper_bound,\Supper bound,\Svarchar,\Sno,\Sno,\Sno,\S,\S,\S,\Supper boundを表す列。,\S
\SSF00055,\S03_feature_values,\Sfeature_values,\I10,\Sunit,\Sunit,\Svarchar,\Sno,\Sno,\Sno,\S,\S,\S,\Sunitを表す列。,\S
\SSF00056,\S03_feature_values,\Sfeature_values,\I11,\Sconditions,\S条件,\Stext,\Sno,\Sno,\Sno,\S,\S,\S,\S条件を表す列。,\S
\SSF00057,\S03_feature_values,\Sfeature_values,\I12,\Snotes,\S注意事項,\Stext,\Sno,\Sno,\Sno,\S,\S,\S,\S注意事項を表す列。,\S
\SSF00058,\S04_methods,\Smethods,\I1,\Smethod_id,\S手法ID,\Svarchar,\Syes,\Syes,\Sno,\S,\S,\SMF_SMOOTH_LOCAL,\S手法IDを表す列。,\S
\SSF00059,\S04_methods,\Smethods,\I2,\Sname_ja,\S日本語名,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\S滑らかな局所連続最適化,\S日本語名を表す列。,\S
\SSF00060,\S04_methods,\Smethods,\I3,\Sname_en,\S英語名,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\SSmooth local continuous optimization,\S英語名を表す列。,\S
\SSF00061,\S04_methods,\Smethods,\I4,\Saliases,\S別名,\Svarchar,\Sno,\Sno,\Sno,\S,\S,\Ssteepest descent,\S別名を表す列。,\S
\SSF00062,\S04_methods,\Smethods,\I5,\Smethod_family_id,\S手法family ID,\Svarchar,\Syes,\Sno,\Syes,\S04_methods.method_id,\S,\SMF_SMOOTH_LOCAL,\S手法family IDを表す列。,\S
\SSF00063,\S04_methods,\Smethods,\I6,\Smethod_level,\S手法階層,\Svarchar,\Sconditional,\Sno,\Sno,\S,\Smethod_level,\Sfamily,\S手法階層を表す列。,\S
\SSF00064,\S04_methods,\Smethods,\I7,\Ssummary,\S概要,\Stext,\Sconditional,\Sno,\Sno,\S,\S,\S滑らかな連続目的に対し、勾配・曲率・線探索を利用して局所停留点を求める手法群。,\S概要を表す列。,\S
\SSF00065,\S04_methods,\Smethods,\I8,\Sproblem_classes,\S問題 classes,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\S連続;滑らか;局所最適化,\S問題 classesを表す列。,\S
\SSF00066,\S04_methods,\Smethods,\I9,\Srequired_assumptions,\S必須 前提,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\S必須 前提を表す列。,\S
\SSF00067,\S04_methods,\Smethods,\I10,\Sderivative_information,\S微分 情報,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Sgradient;optional_hessian_or_hvp,\S微分 情報を表す列。,\S
\SSF00068,\S04_methods,\Smethods,\I11,\Svariable_types,\S変数 types,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Scontinuous,\S変数 typesを表す列。,\S
\SSF00069,\S04_methods,\Smethods,\I12,\Sconstraint_support,\S制約 対応,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Sunconstrained;bounds_by_variant,\S制約 対応を表す列。,\S
\SSF00070,\S04_methods,\Smethods,\I13,\Sconvex_fit,\Sconvex 適合,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Sstrong,\Sconvex 適合を表す列。,\S
\SSF00071,\S04_methods,\Smethods,\I14,\Snonconvex_applicability,\S非凸 適用性,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Syes_local_only,\S非凸 適用性を表す列。,\S
\SSF00072,\S04_methods,\Smethods,\I15,\Ssolution_scope,\S解 範囲,\Svarchar,\Sconditional,\Sno,\Sno,\S,\Ssolution_scope,\Slocal,\S解 範囲を表す列。,\S
\SSF00073,\S04_methods,\Smethods,\I16,\Sdeterminism,\S決定性,\Svarchar,\Sconditional,\Sno,\Sno,\S,\Sdeterminism,\Sdeterministic,\S決定性を表す列。,\S
\SSF00074,\S04_methods,\Smethods,\I17,\Sexactness,\S厳密性,\Svarchar,\Sconditional,\Sno,\Sno,\S,\Sexactness,\Slocal_numerical,\S厳密性を表す列。,\S
\SSF00075,\S04_methods,\Smethods,\I18,\Stheoretical_guarantee,\S理論 保証,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\S仮定下で停留点への収束。凸なら大域解、強凸なら一意解に関する保証を持つ変種がある。,\S理論 保証を表す列。,\S
\SSF00076,\S04_methods,\Smethods,\I19,\Soptimality_certificate,\S最適性 証明,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Sfirst_order_residual;second_order_optional,\S最適性 証明を表す列。,\S
\SSF00077,\S04_methods,\Smethods,\I20,\Sscalability,\S拡張性,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Smedium_to_very_high_by_variant,\S拡張性を表す列。,\S
\SSF00078,\S04_methods,\Smethods,\I21,\Smemory_tendency,\Smemory 傾向,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Slow_to_high_by_curvature_model,\Smemory 傾向を表す列。,\S
\SSF00079,\S04_methods,\Smethods,\I22,\Sper_iteration_cost,\S毎 反復 費用,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\S勾配と線形代数。Hessian利用時は高い。,\S毎 反復 費用を表す列。,\S
\SSF00080,\S04_methods,\Smethods,\I23,\Sevaluation_pattern,\S評価 pattern,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\S1回以上の目的・勾配評価。線探索で追加評価。,\S評価 patternを表す列。,\S
\SSF00081,\S04_methods,\Smethods,\I24,\Sparallelism,\Sparallelism,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Slimited_with_linear_algebra_parallelism,\Sparallelismを表す列。,\S
\SSF00082,\S04_methods,\Smethods,\I25,\Sinitialization_sensitivity,\S初期化 感度,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Smedium_nonconvex,\S初期化 感度を表す列。,\S
\SSF00083,\S04_methods,\Smethods,\I26,\Shyperparameter_sensitivity,\Shyperparameter 感度,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Slow_to_medium,\Shyperparameter 感度を表す列。,\S
\SSF00084,\S04_methods,\Smethods,\I27,\Sscaling_sensitivity,\Sscaling 感度,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Shigh,\Sscaling 感度を表す列。,\S
\SSF00085,\S04_methods,\Smethods,\I28,\Snoise_robustness,\Snoise 耐性,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Slow,\Snoise 耐性を表す列。,\S
\SSF00086,\S04_methods,\Smethods,\I29,\Sdiscontinuity_robustness,\S不連続 耐性,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Slow,\S不連続 耐性を表す列。,\S
\SSF00087,\S04_methods,\Smethods,\I30,\Sconstraint_violation_handling,\S制約 違反 処理,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Sfamily_dependent,\S制約 違反 処理を表す列。,\S
\SSF00088,\S04_methods,\Smethods,\I31,\Swarm_start,\Swarm start,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Syes,\Swarm startを表す列。,\S
\SSF00089,\S04_methods,\Smethods,\I32,\Sonline_use,\Sonline 利用,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Sconditional,\Sonline 利用を表す列。,\S
\SSF00090,\S04_methods,\Smethods,\I33,\Sstrengths,\S長所,\Stext,\Sconditional,\Sno,\Sno,\S,\S,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S長所を表す列。,\S
\SSF00091,\S04_methods,\Smethods,\I34,\Sweaknesses,\S短所,\Stext,\Sconditional,\Sno,\Sno,\S,\S,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\S短所を表す列。,\S
\SSF00092,\S04_methods,\Smethods,\I35,\Stypical_failures,\S典型 失敗,\Stext,\Sconditional,\Sno,\Sno,\S,\S,\Sline_search_failure;bad_gradient;ill_conditioning;saddle_point,\S典型 失敗を表す列。,\S
\SSF00093,\S04_methods,\Smethods,\I36,\Savoid_conditions,\S回避 条件,\Stext,\Sconditional,\Sno,\Sno,\S,\S,\S不連続;評価ノイズが勾配を支配;離散変数,\S回避 条件を表す列。,\S
\SSF00094,\S04_methods,\Smethods,\I37,\Sfirst_choice_conditions,\S第一 候補 条件,\Stext,\Sconditional,\Sno,\Sno,\S,\S,\S滑らかで信頼できる勾配があり、局所解でよい。,\S第一 候補 条件を表す列。,\S
\SSF00095,\S04_methods,\Smethods,\I38,\Ssecond_choice_conditions,\Ssecond 候補 条件,\Stext,\Sconditional,\Sno,\Sno,\S,\S,\S数値微分が安価か、自動微分を追加できる。,\Ssecond 候補 条件を表す列。,\S
\SSF00096,\S04_methods,\Smethods,\I39,\Sswitch_signals,\S切替 兆候,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\S勾配検査不一致;反復停滞;線探索失敗;初期値で解が大きく変わる。,\S切替 兆候を表す列。,\S
\SSF00097,\S04_methods,\Smethods,\I40,\Sbeginner_level,\S初心者 水準,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Smedium,\S初心者 水準を表す列。,\S
\SSF00098,\S04_methods,\Smethods,\I41,\Stuning_difficulty,\S調整 難易度,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Smedium,\S調整 難易度を表す列。,\S
\SSF00099,\S04_methods,\Smethods,\I42,\Simplementation_difficulty,\S実装 難易度,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Smedium,\S実装 難易度を表す列。,\S
\SSF00100,\S04_methods,\Smethods,\I43,\Sexplainability,\S説明性,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Shigh,\S説明性を表す列。,\S
\SSF00101,\S04_methods,\Smethods,\I44,\Sstopping_criteria,\S停止 基準,\Stext,\Sconditional,\Sno,\Sno,\S,\S,\Sgradient_norm;step_norm;objective_change;budget,\S停止 基準を表す列。,\S
\SSF00102,\S04_methods,\Smethods,\I45,\Sdiagnostic_metrics,\S診断 指標,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Sgradient_norm;line_search_steps;condition_estimate;function_evaluations,\S診断 指標を表す列。,\S
\SSF00103,\S04_methods,\Smethods,\I46,\Srelated_method_ids,\S関連 手法 ids,\Sid_list_text,\Sno,\Sno,\Sno,\S,\S,\S,\S関連 手法 idsを表す列。,\SUse canonical bridge table instead of parsing list text.
\SSF00104,\S04_methods,\Smethods,\I47,\Sparent_method_id,\S親手法ID,\Svarchar,\Sconditional,\Sno,\Syes,\S04_methods.method_id,\S,\SMF_SMOOTH_LOCAL,\S親手法IDを表す列。,\SNullable by design: absent when not applicable or when the relation is scenario-specific.
\SSF00105,\S04_methods,\Smethods,\I48,\Schild_method_ids,\S子手法ID一覧,\Sid_list_text,\Sno,\Sno,\Sno,\S,\S,\SM_GRADIENT_DESCENT;M_NLCG;M_NEWTON;M_NEWTON_CG;M_BFGS;M_LBFGS;M_LBFGSB,\SConvenience denormalization; canonical relation is 05_method_hierarchy.,\SUse canonical bridge table instead of parsing list text.
\SSF00106,\S04_methods,\Smethods,\I49,\Sreference_source_ids,\S参照 情報源 ids,\Sid_list_text,\Sconditional,\Sno,\Sno,\S,\S,\SS002;S056;S057,\S参照 情報源 idsを表す列。,\SUse canonical bridge table instead of parsing list text.
\SSF00107,\S04_methods,\Smethods,\I50,\Sconfidence,\S確信度,\Svarchar,\Sconditional,\Sno,\Sno,\S,\Sconfidence,\Shigh,"\SConfidence in the recorded claim, not algorithm success probability.",\S
\SSF00108,\S04_methods,\Smethods,\I51,\Slast_verified,\S最終確認日,\Sdate,\Sconditional,\Sno,\Sno,\S,\S,\S2026-07-13,\SDate on which time-sensitive facts or mappings were last checked.,\S
\SSF00109,\S05_method_hierarchy,\Smethod_hierarchy,\I1,\Shierarchy_id,\Shierarchy ID,\Svarchar,\Syes,\Syes,\Sno,\S,\S,\SMH0001,\Shierarchy IDを表す列。,\S
\SSF00110,\S05_method_hierarchy,\Smethod_hierarchy,\I2,\Sparent_method_id,\S親手法ID,\Svarchar,\Syes,\Sno,\Syes,\S04_methods.method_id,\S,\SMF_SMOOTH_LOCAL,\S親手法IDを表す列。,\S
\SSF00111,\S05_method_hierarchy,\Smethod_hierarchy,\I3,\Schild_method_id,\S子 手法 ID,\Svarchar,\Syes,\Sno,\Syes,\S04_methods.method_id,\S,\SM_GRADIENT_DESCENT,\S子 手法 IDを表す列。,\S
\SSF00112,\S05_method_hierarchy,\Smethod_hierarchy,\I4,\Srelation_type,\S関係 種別,\Svarchar,\Sconditional,\Sno,\Sno,\S,\Srelation_type,\Sis_a,\S関係 種別を表す列。,\S
\SSF00113,\S05_method_hierarchy,\Smethod_hierarchy,\I5,\Sdepth,\S深さ,\Sinteger,\Sconditional,\Sno,\Sno,\S,\S,\S1,\S深さを表す列。,\S
\SSF00114,\S05_method_hierarchy,\Smethod_hierarchy,\I6,\Sis_primary_parent,\Sである 主要 親,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Syes,\Sである 主要 親を表す列。,\S
\SSF00115,\S05_method_hierarchy,\Smethod_hierarchy,\I7,\Srationale,\S根拠,\Stext,\Sconditional,\Sno,\Sno,\S,\S,\SGradient descent is classified under Smooth local continuous optimization.,\S根拠を表す列。,\S
\SSF00116,\S05_method_hierarchy,\Smethod_hierarchy,\I8,\Ssource_ids,\S根拠情報源ID,\Sid_list_text,\Sconditional,\Sno,\Sno,\S,\S,\SS002;S056;S057,\SSupporting sources; canonical row-level provenance is in 27_evidence_links.,\SUse canonical bridge table instead of parsing list text.
\SSF00117,\S05_method_hierarchy,\Smethod_hierarchy,\I9,\Sconfidence,\S確信度,\Svarchar,\Sconditional,\Sno,\Sno,\S,\Sconfidence,\Shigh,"\SConfidence in the recorded claim, not algorithm success probability.",\S
\SSF00118,\S05_method_hierarchy,\Smethod_hierarchy,\I10,\Slast_verified,\S最終確認日,\Sdate,\Sconditional,\Sno,\Sno,\S,\S,\S2026-07-13,\SDate on which time-sensitive facts or mappings were last checked.,\S
\SSF00119,\S06_implementations,\Simplementations,\I1,\Simplementation_id,\S実装ID,\Svarchar,\Syes,\Syes,\Sno,\S,\S,\SI_SCIPY_BFGS,\S実装IDを表す列。,\S
\SSF00120,\S06_implementations,\Simplementations,\I2,\Slibrary_name,\Slibrary 名称,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\SSciPy,\Slibrary 名称を表す列。,\S
\SSF00121,\S06_implementations,\Simplementations,\I3,\Ssolver_name,\Ssolver 名称,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\SBFGS,\Ssolver 名称を表す列。,\S
\SSF00122,\S06_implementations,\Simplementations,\I4,\Sapi_name,\SAPI 名称,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\Sscipy.optimize.minimize,\SAPI 名称を表す列。,\S
\SSF00123,\S06_implementations,\Simplementations,\I5,\Smethod_selector,\S手法 指定名,\Svarchar,\Sno,\Sno,\Sno,\S,\S,\SBFGS,\S手法 指定名を表す列。,\S
\SSF00124,\S06_implementations,\Simplementations,\I6,\Slanguage,\S言語,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\SPython,\S言語を表す列。,\S
\SSF00125,\S06_implementations,\Simplementations,\I7,\Slicense,\Slicense,\Svarchar,\Sconditional,\Sno,\Sno,\S,\S,\SBSD-3-Clause,\Slicenseを表す列。,\S
\SSF00126,\S06_implementations,\Simplementations,\I8,\Scommercial_model,\S商用 model,\Svarchar,\Sconditional,\Sno,\Sno,\S,\Scommercial_model,\Sopen_source,\S商用 modelを表す列。,\S
\SSF00127,\S06_implementations,\Simplementations,\I9,\Sfree_use_conditions,\S無償 利用 条件,\Stext,\Sconditional,\Sno,\Sno,\S,\S,\SOpen-source license terms apply.,\S無償 利用 条件を表す列。,\S
\SSF00128,\S06_implementations,\Simplementations,\I10,\Sopen_source,\Sopen 情報源,\Svarchar,\Sconditional,\Sno,\Sno,\S,\Struth_status,\Syes,\Sopen 情報源を表す列。,\S
