method_id,name_ja,name_en,aliases,method_family_id,method_level,summary,problem_classes,required_assumptions,derivative_information,variable_types,constraint_support,convex_fit,nonconvex_applicability,solution_scope,determinism,exactness,theoretical_guarantee,optimality_certificate,scalability,memory_tendency,per_iteration_cost,evaluation_pattern,parallelism,initialization_sensitivity,hyperparameter_sensitivity,scaling_sensitivity,noise_robustness,discontinuity_robustness,constraint_violation_handling,warm_start,online_use,strengths,weaknesses,typical_failures,avoid_conditions,first_choice_conditions,second_choice_conditions,switch_signals,beginner_level,tuning_difficulty,implementation_difficulty,explainability,stopping_criteria,diagnostic_metrics,related_method_ids,parent_method_id,child_method_ids,reference_source_ids,confidence,last_verified
\SMF_MULTI_OBJECTIVE,\S多目的最適化,\SMulti-objective optimization,\S,\SMF_MULTI_OBJECTIVE,\Sfamily,\S複数目的のtrade-offをscalarizationまたはpopulationで探索し、Pareto解集合を近似・生成する手法群。,\Smultiobjective;Pareto,\S目的の方向・scale・意思決定者の選好または十分な評価予算。,\Smethod_dependent,\Scontinuous;integer;mixed_by_backend,\Sbackend_or_evolutionary_handling,\Sscalarization_strong_in_convex_case,\Syes,\Spareto,\Shybrid,\Sapproximation,\Sscalarizationは条件下でPareto解。population法は有限予算で近似集合。,\SPareto_stationarity_or_gap_method_specific,\Slow_to_medium_objective_count,\Smedium_to_high_archive,\S複数解またはscalarized solves。,\S単目的より多くの評価。,\Shigh_for_population_or_weights,\Smedium,\Shigh,\Svery_high,\Smedium,\Smethod_dependent,\Sbackend_or_feasibility_ranking,\Syes,\Sconditional,\Strade-off可視化;複数選択肢,\S目的scale/metric依存;高目的数で可視化・探索困難,\Spoor_coverage;objective_scaling;wrong_preference;archive_explosion,\S実際には単一utilityが明確;評価予算が極小,\S複数目的のtrade-off自体が成果物。,\S選好を明示できるならscalarization。,\SPareto coverage不足;解が極端;意思決定不能。,\Smedium,\Shigh,\Smedium,\Smedium,\Sevaluation_budget;hypervolume_stall;coverage;backend_gap,\Shypervolume;spacing;epsilon_indicator;feasible_fraction,\S,\N,\SM_WEIGHTED_SUM;M_EPSILON_CONSTRAINT;M_NSGA_II;M_NSGA_III;M_MOEA_D,\SS039;S068,\Shigh,\S2026-07-13
\SMF_OPTIMAL_CONTROL,\S最適制御・軌道最適化,\SOptimal control and trajectory optimization,\S,\SMF_OPTIMAL_CONTROL,\Sfamily,\S動力学制約をshooting、collocation、Riccati型再帰等で離散化・解法に組み込む手法群。,\Soptimal_control;MPC;trajectory;dynamics,\S動力学model・離散化・境界条件が妥当。導関数または線形化が利用可能。,\Sjacobian;automatic_differentiation;linearization,\Strajectory;control;state,\Sdynamics;path;bounds;boundary,\Sstrong_for_linear_quadratic,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S離散化問題のKKT解。連続問題との誤差は離散化とregularityに依存。,\SKKT_residual;dynamics_defect;costate_residual,\Shigh_with_sparse_banded_structure,\Smedium_to_high,\Ssimulation/sensitivity + sparse NLP or Riccati recursion。,\Strajectory rolloutとderivative。,\Stime_or_scenario_parallel_by_method,\Shigh_nonconvex,\Shigh,\Svery_high,\Slow_model_based,\Slow,\Sdefects;multiple_shooting;barrier,\Syes_critical_for_MPC,\Syes_by_realtime_variant,\S動力学構造;疎性;MPC warm start,\Smodel/discretization error;initial trajectory;path constraints,\Strajectory_defect;unstable_rollout;bad_linearization;mesh_too_coarse,\S動力学が未同定;不連続eventを無処理;高いmodel mismatch,\S動力学制約が本質でtrajectoryを最適化。,\S汎用NLPにflat化すると疎性が失われる。,\Sdefect停滞;rollout発散;mesh refinementで解が変化。,\Sexpert,\Sexpert,\Sexpert,\Shigh,\SKKT_residual;dynamics_defect;cost_change;realtime_deadline,\Sdefect_norm;constraint_violation;KKT;mesh_error;rollout_stability,\S,\N,\SM_DIRECT_SHOOTING;M_MULTIPLE_SHOOTING;M_DIRECT_COLLOCATION;M_ILQR_DDP,\SS042;S043;S050;S076,\Shigh,\S2026-07-13
\SMF_SMOOTH_LOCAL,\S滑らかな局所連続最適化,\SSmooth local continuous optimization,\S,\SMF_SMOOTH_LOCAL,\Sfamily,\S滑らかな連続目的に対し、勾配・曲率・線探索を利用して局所停留点を求める手法群。,\S連続;滑らか;局所最適化,\S目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,\Sgradient;optional_hessian_or_hvp,\Scontinuous,\Sunconstrained;bounds_by_variant,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S仮定下で停留点への収束。凸なら大域解、強凸なら一意解に関する保証を持つ変種がある。,\Sfirst_order_residual;second_order_optional,\Smedium_to_very_high_by_variant,\Slow_to_high_by_curvature_model,\S勾配と線形代数。Hessian利用時は高い。,\S1回以上の目的・勾配評価。線探索で追加評価。,\Slimited_with_linear_algebra_parallelism,\Smedium_nonconvex,\Slow_to_medium,\Shigh,\Slow,\Slow,\Sfamily_dependent,\Syes,\Sconditional,\S滑らかな問題で少ない評価回数;精度を上げやすい;停止診断が明確,\S局所解;微分誤りとスケーリングに弱い;不連続・強いノイズに不向き,\Sline_search_failure;bad_gradient;ill_conditioning;saddle_point,\S不連続;評価ノイズが勾配を支配;離散変数,\S滑らかで信頼できる勾配があり、局所解でよい。,\S数値微分が安価か、自動微分を追加できる。,\S勾配検査不一致;反復停滞;線探索失敗;初期値で解が大きく変わる。,\Smedium,\Smedium,\Smedium,\Shigh,\Sgradient_norm;step_norm;objective_change;budget,\Sgradient_norm;line_search_steps;condition_estimate;function_evaluations,\S,\N,\SM_GRADIENT_DESCENT;M_NLCG;M_NEWTON;M_NEWTON_CG;M_BFGS;M_LBFGS;M_LBFGSB,\SS002;S056;S057,\Shigh,\S2026-07-13
\SMF_STOCHASTIC_ML,\S確率勾配・機械学習最適化,\SStochastic-gradient and ML optimization,\S,\SMF_STOCHASTIC_ML,\Sfamily,\Smini-batch勾配とmomentum・adaptive momentsを用いて大規模学習目的を逐次更新する手法群。,\Smachine_learning;stochastic_ERM;neural_network,\Sunbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,\Sstochastic_gradient;automatic_differentiation,\Scontinuous_high_dimensional,\Susually_unconstrained;simple_projection,\Sstrong_theory,\Syes_stationary_training,\Slocal,\Sstochastic,\Slocal_numerical,\S凸/非凸でgradient normやregret等の保証。実装・schedule依存。,\Straining_gradient_or_loss_not_global_certificate,\Svery_high_GPU_distributed,\Slow_SGD_to_high_adaptive_states,\Sone mini-batch forward/backward。,\S非常に多数の安価なstochastic steps。,\Shigh_GPU_data_model_parallel,\Shigh_nonconvex,\Shigh,\Smedium_to_high,\Sdesigned_for_stochastic_noise,\Slow,\Sprojection_or_penalty,\Syes,\Syes,\S巨大次元・data;GPU;online,\S学習率・batch・regularization依存;真の最適性診断が弱い,\Sdivergence;plateau;overfitting;bad_learning_rate;saddle,\S小規模高精度凸問題;厳密gap必須;勾配が不正,\S大規模data/NNでmini-batch ADが利用可能。,\Sfull-batch L-BFGS等がmemory/計算で重い。,\Svalidation悪化;gradient explosion;loss停滞;seed variance大。,\Smedium,\Shigh,\Slow_with_framework,\Smedium,\Svalidation_metric;gradient_norm_estimate;epoch_budget;early_stopping,\Strain_loss;validation_loss;gradient_norm;learning_rate;seed_variance,\S,\N,\SM_SGD;M_MOMENTUM_SGD;M_ADAM;M_ADAMW,\SS047;S048;S049;S070,\Shigh,\S2026-07-13
\SMF_SURROGATE_HPO,\Ssurrogate・Bayesian最適化・HPO,"\SSurrogate, Bayesian optimization, and HPO",\S,\SMF_SURROGATE_HPO,\Sfamily,\S評価履歴からsurrogateと不確実性または順位modelを構築し、次の評価点やresource配分を選ぶ手法群。,\Sexpensive_black_box;hyperparameter_optimization;adaptive_experimentation,\S評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,\Sfunction_values;optional_gradients,\Scontinuous;integer;categorical;mixed_by_model,\Sbounds;black_box_constraints_by_framework,\Snot_required,\Sprimary,\Sglobal_candidate,\Sstochastic,\Sstatistical,\Skernel・acquisition等の仮定下のregret保証があるが、実装一般への保証ではない。,\Snone;posterior_uncertainty_not_certificate,\Slow_to_medium_dimensions;high_cost_evaluations,\Smedium_to_high_with_observations,\Ssurrogate fitting + acquisition optimization。,\S少ない高価評価を逐次またはbatchで選ぶ。,\Sbatch_or_asynchronous,\Smedium,\Shigh,\Shigh,\Smedium_to_high_if_modeled,\Smodel_dependent,\Sconstraint_surrogate;feasibility_probability;penalty,\Syes,\Syes,\S高価な評価の節約;不確実性活用;条件付き空間対応の変種,\S高次元・非定常・model misspecification;acquisition最適化;証明ではない,\Ssurrogate_mismatch;acquisition_failure;overconfident_noise_model;conditional_space_error,\S評価が安価で大量可能;極端高次元;再現不能noiseを未model化,\S低〜中次元で1評価が高価、総評価数が小さい。,\Srandom/evolutionary searchでは予算不足。,\Ssurrogate CVが悪い;uncertainty不校正;acquisitionが同一点。,\Smedium,\Shigh,\Shigh,\Smedium,\Sevaluation_budget;time;expected_improvement;confidence_or_stall,\Sbest_so_far;surrogate_error;calibration;acquisition_value;failed_trials,\S,\N,\SM_BAYESIAN_OPT_GP;M_TPE;M_SMAC_RF;M_TURBO_SAASBO;M_RANDOM_SEARCH;M_HYPERBAND_ASHA;M_PBT,\SS034;S035;S036;S037;S038;S059;S069;S075,\Shigh,\S2026-07-13
\SMF_TRUST_REGION,\S信頼領域法,\STrust-region methods,\S,\SMF_TRUST_REGION,\Sfamily,\S局所二次モデルを信頼できる半径内で最小化し、実測改善との比で半径を更新する手法群。,\S連続;滑らか;局所最適化;最小二乗,\S局所モデルと微分情報が利用可能。,\Sgradient;hessian_or_hvp_or_jacobian,\Scontinuous,\Sunconstrained;bounds_or_general_by_variant,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S標準仮定下で一階/二階停留点への大域的収束理論を持つ変種がある。,\Sfirst_order_residual;model_agreement,\Smedium_to_very_high_by_subproblem_solver,\Smedium,\Sモデル構築と信頼領域部分問題。HVP/Krylovで大規模化可能。,\S通常1試行点ごとに目的評価;拒否時は追加。,\Slinear_algebra_parallelism,\Smedium,\Smedium,\Shigh,\Slow_to_medium,\Slow,\Svariant_dependent,\Syes,\Sconditional,\SNewton型の速さと大域化;不定Hessianに対処可能,\S部分問題と微分の品質に依存;実装が複雑,\Strust_radius_collapse;bad_model;ill_conditioning,\S不連続;強いノイズ;微分不能,\SHVP/Jacobianが得られ、Newton系を安定に使いたい。,\S線探索が不安定または曲率が重要。,\S半径が縮小し続ける;モデル改善比が悪い;部分問題が支配的。,\Smedium,\Smedium,\Shigh,\Shigh,\Sgradient_norm;trust_radius;model_reduction;budget,\Sactual_predicted_ratio;trust_radius;cg_iterations;rejected_steps,\S,\N,\SM_TRUST_NCG;M_TRUST_KRYLOV;M_TRUST_EXACT;M_GAUSS_NEWTON;M_LEVENBERG_MARQUARDT,\SS002;S003;S056,\Shigh,\S2026-07-13
\SM_ACTIVE_SET,\Sactive-set NLP/QP,\SActive-set method,\Sworking-set,\SMF_CONSTRAINED_NLP,\Svariant,\Sactiveと推定した制約だけで部分問題を解く。,\Scontinuous_nlp;constraints,\S制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,\Sgradient;jacobian;optional_hessian_or_hvp,\Scontinuous,\Sbounds;linear;nonlinear,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S正則性と二階条件等の下でKKT点への収束。凸問題では大域最適性。,\SKKT_residual;primal_dual_residual,\Smedium_to_high_with_sparsity,\Smedium_to_high,\SKKT系またはQP部分問題の解法。,\S目的・勾配・制約・Jacobianを反復評価。,\Ssparse_linear_algebra,\Smedium_to_high_nonconvex,\Smedium,\Svery_high,\Slow,\Slow,\Sfilter;merit;barrier;penalty_by_variant,\Sstrong,\Sconditional,\S一般制約を直接扱う;KKT診断;疎性利用,\S微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,\Sinfeasible_start;constraint_qualification_failure;bad_jacobian;poor_scaling,\S離散変数;不連続制約;強いノイズ,\S小中規模またはactive setが安定し、warm startを多用。,\S微分不要法では評価回数が多すぎる。,\SKKT残差停滞;制約違反が減らない;正則化反復が増大。,\Smedium,\Shigh,\Shigh,\Shigh,\SKKT_residual;primal_feasibility;dual_feasibility;complementarity;budget,\Sconstraint_violation;stationarity;complementarity;factorization_status,\S,\SMF_CONSTRAINED_NLP,\S,\SS017;S029;S030;S056;S064;S012;S016,\Shigh,\S2026-07-13
\SM_ACTIVE_SET_QP,\Sactive-set QP,\SActive-set QP,\Sworking-set QP,\SMF_LP_QP_CONIC,\Svariant,\Sactive制約集合を更新してQPを解く。,\Sconvex_QP,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sexplicit_coefficients,\Scontinuous;cone_variables,\Slinear;quadratic_conic;semidefinite_by_solver,\Sprimary,\Susually_no_except_solver_extensions,\Sconvex_global,\Sdeterministic,\Sexact_with_tolerance,\S可行性・強双対性等の条件下で大域解とprimal-dual証明量。,\Sprimal_dual_residual;duality_gap;infeasibility_certificate_by_method,\Shigh_to_huge_sparse,\Smedium_to_high,\Sbasis update、KKT factorization、またはsparse matrix-vector積。,\Sblack-box評価ではなく係数行列を直接利用。,\Slinear_algebra_or_first_order,\Slow,\Slow_to_medium,\Shigh,\Snot_applicable_input_data_sensitivity,\Snot_applicable,\Sprimal_dual_algorithm,\Sstrong,\Syes_for_parametric_by_solver,\S大域性;gap/dual;疎性;成熟solver,\S形式に入らない非線形・非凸には不適;数値スケール・退化,\Sinfeasible_or_unbounded;degeneracy;poor_scaling;factorization_memory,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\S小中規模またはMPCでactive setが少しずつ変化。,\S一般NLPへ落とす前に構造変換可能。,\Spresolveでinfeasible;数値warning;gap停滞;memory超過。,\Slow_to_medium,\Slow_to_medium,\Smedium,\Shigh,\Sprimal_dual_feasibility;duality_gap;time;node_or_iteration_limit,\Sprimal_residual;dual_residual;gap;condition;presolve_reductions,\S,\SMF_LP_QP_CONIC,\S,\SS004;S010;S012;S013;S014;S016;S055;S062,\Shigh,\S2026-07-13
\SM_ADAM,\SAdam,\SAdaptive moment estimation,\SAdam,\SMF_STOCHASTIC_ML,\Svariant,\S一次・二次momentの指数移動平均で座標別stepを調整。,\Smachine_learning;stochastic_ERM;neural_network,\Sunbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,\Sstochastic_gradient;automatic_differentiation,\Scontinuous_high_dimensional,\Susually_unconstrained;simple_projection,\Sstrong_theory,\Syes_stationary_training,\Slocal,\Sstochastic,\Slocal_numerical,\S凸/非凸でgradient normやregret等の保証。実装・schedule依存。,\Straining_gradient_or_loss_not_global_certificate,\Svery_high_GPU_distributed,\Smedium_two_moments,\Sone mini-batch forward/backward。,\S非常に多数の安価なstochastic steps。,\Shigh_GPU_data_model_parallel,\Shigh_nonconvex,\Shigh,\Smedium_to_high,\Sdesigned_for_stochastic_noise,\Slow,\Sprojection_or_penalty,\Syes,\Syes,\S巨大次元・data;GPU;online,\S学習率・batch・regularization依存;真の最適性診断が弱い,\Sdivergence;plateau;overfitting;bad_learning_rate;saddle,\S小規模高精度凸問題;厳密gap必須;勾配が不正,\SNNの実用的baseline、sparse/noisy gradient。,\Sfull-batch L-BFGS等がmemory/計算で重い。,\Svalidation悪化;gradient explosion;loss停滞;seed variance大。,\Slow,\Shigh,\Slow_with_framework,\Smedium,\Svalidation_metric;gradient_norm_estimate;epoch_budget;early_stopping,\Strain_loss;validation_loss;gradient_norm;learning_rate;seed_variance,\S,\SMF_STOCHASTIC_ML,\S,\SS047;S048;S049;S070,\Shigh,\S2026-07-13
\SM_ADAMW,\SAdamW,\SAdam with decoupled weight decay,\SAdamW,\SMF_STOCHASTIC_ML,\Svariant,\Sweight decayをadaptive gradient updateから分離。,\Smachine_learning;stochastic_ERM;neural_network,\Sunbiasedまたは有用なstochastic gradient、学習率schedule、batch sampling。,\Sstochastic_gradient;automatic_differentiation,\Scontinuous_high_dimensional,\Susually_unconstrained;simple_projection,\Sstrong_theory,\Syes_stationary_training,\Slocal,\Sstochastic,\Slocal_numerical,\S凸/非凸でgradient normやregret等の保証。実装・schedule依存。,\Straining_gradient_or_loss_not_global_certificate,\Svery_high_GPU_distributed,\Smedium_two_moments,\Sone mini-batch forward/backward。,\S非常に多数の安価なstochastic steps。,\Shigh_GPU_data_model_parallel,\Shigh_nonconvex,\Shigh,\Smedium_to_high,\Sdesigned_for_stochastic_noise,\Slow,\Sprojection_or_penalty,\Syes,\Syes,\S巨大次元・data;GPU;online,\S学習率・batch・regularization依存;真の最適性診断が弱い,\Sdivergence;plateau;overfitting;bad_learning_rate;saddle,\S小規模高精度凸問題;厳密gap必須;勾配が不正,\Sweight decayを使う現代的NN training baseline。,\Sfull-batch L-BFGS等がmemory/計算で重い。,\Svalidation悪化;gradient explosion;loss停滞;seed variance大。,\Slow,\Shigh,\Slow_with_framework,\Smedium,\Svalidation_metric;gradient_norm_estimate;epoch_budget;early_stopping,\Strain_loss;validation_loss;gradient_norm;learning_rate;seed_variance,\S,\SMF_STOCHASTIC_ML,\S,\SS047;S048;S049;S070,\Shigh,\S2026-07-13
\SM_ADMM,\S交互方向乗数法,\SAlternating direction method of multipliers,\SADMM,\SMF_COMPOSITE_CONVEX,\Svariant,\S分離可能な部分問題をdual consensusで交互更新。,\Sconvex;composite;nonsmooth;sparse;distributed,\S凸性または適切な単調性。近接作用素・射影・分解が計算可能。,\Sgradient_of_smooth_part;prox_or_subgradient,\Scontinuous;structured,\Ssimple_sets;separable_constraints;consensus,\Sprimary,\Sconditional_without_global_guarantee,\Sconvex_global,\Sdeterministic,\Slocal_numerical,\S凸性・Lipschitz性等の下で目的gapや残差の収束率。,\Sprimal_dual_gap;fixed_point_residual,\Shigh_to_very_high,\Slow_to_medium,\S勾配・prox・射影・分離部分問題。,\S多反復だが各反復は比較的安価。,\Shigh,\Slow_convex,\Smedium,\Shigh,\Smedium_by_variant,\Snonsmooth_yes_discontinuous_no,\Sprojection;prox;dual_variables,\Syes,\Syes_by_variant,\S非滑らか正則化;巨大・疎・分散構造;単純反復,\S多数反復;step size/penalty調整;proxが難しい場合は不向き,\Sstep_size_too_large;admm_residual_imbalance;slow_subgradient,\S非凸で証明必須;prox/射影が高価;離散変数,\S凸で分離・consensus構造、prox部分問題が解きやすい。,\S汎用NLPが規模・非滑らかさで苦戦。,\S残差の一方だけ停滞;反復回数過大;proxが支配的。,\Smedium,\Shigh,\Smedium,\Shigh,\Sprimal_dual_residual;objective_gap;fixed_point_residual;budget,\Sprimal_residual;dual_residual;step_size;prox_time,\S,\SMF_COMPOSITE_CONVEX,\S,\SS055;S061;S066;S067,\Shigh,\S2026-07-13
\SM_ADMM_QP,\Soperator-splitting QP,\SADMM/operator-splitting QP,\SOSQP-style ADMM,\SMF_LP_QP_CONIC,\Svariant,\S準定値QPをoperator splittingで反復解法。,\Sconvex_QP,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sexplicit_coefficients,\Scontinuous;cone_variables,\Slinear;quadratic_conic;semidefinite_by_solver,\Sprimary,\Susually_no_except_solver_extensions,\Sconvex_global,\Sdeterministic,\Sexact_with_tolerance,\S可行性・強双対性等の条件下で大域解とprimal-dual証明量。,\Sprimal_dual_residual;duality_gap;infeasibility_certificate_by_method,\Shigh_sparse,\Smedium_to_high,\Sbasis update、KKT factorization、またはsparse matrix-vector積。,\Sblack-box評価ではなく係数行列を直接利用。,\Slinear_algebra_or_first_order,\Slow,\Slow_to_medium,\Shigh,\Snot_applicable_input_data_sensitivity,\Snot_applicable,\Sprimal_dual_algorithm,\Syes,\Syes_for_parametric_by_solver,\S大域性;gap/dual;疎性;成熟solver,\S形式に入らない非線形・非凸には不適;数値スケール・退化,\Sinfeasible_or_unbounded;degeneracy;poor_scaling;factorization_memory,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\S反復凸QP・疎・中精度・factorization再利用。,\S一般NLPへ落とす前に構造変換可能。,\Spresolveでinfeasible;数値warning;gap停滞;memory超過。,\Slow_to_medium,\Slow_to_medium,\Smedium,\Shigh,\Sprimal_dual_feasibility;duality_gap;time;node_or_iteration_limit,\Sprimal_residual;dual_residual;gap;condition;presolve_reductions,\S,\SMF_LP_QP_CONIC,\S,\SS004;S010;S012;S013;S014;S016;S055;S062,\Shigh,\S2026-07-13
\SM_AUGMENTED_LAGRANGIAN,\S拡張Lagrange法,\SAugmented Lagrangian,\SALM,\SMF_CONSTRAINED_NLP,\Svariant,\SLagrange項と二次penaltyを組み合わせ制約を段階的に満たす。,\Scontinuous_nlp;constraints,\S制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,\Sgradient;jacobian;optional_hessian_or_hvp,\Scontinuous,\Sbounds;linear;nonlinear,\Sstrong,\Syes_local_only,\Slocal,\Sdeterministic,\Slocal_numerical,\S正則性と二階条件等の下でKKT点への収束。凸問題では大域最適性。,\SKKT_residual;primal_dual_residual,\Smedium_to_high_with_sparsity,\Smedium_to_high,\SKKT系またはQP部分問題の解法。,\S目的・勾配・制約・Jacobianを反復評価。,\Ssubproblem_dependent,\Smedium_to_high_nonconvex,\Smedium,\Svery_high,\Slow,\Slow,\Saugmented_lagrangian,\Simplementation_dependent,\Sconditional,\S一般制約を直接扱う;KKT診断;疎性利用,\S微分とスケーリングに敏感;非凸では局所解;可行性が難しいと停滞,\Sinfeasible_start;constraint_qualification_failure;bad_jacobian;poor_scaling,\S離散変数;不連続制約;強いノイズ,\S滑らかな一般制約NLPで、正確なJacobianがある。,\S微分不要法では評価回数が多すぎる。,\SKKT残差停滞;制約違反が減らない;正則化反復が増大。,\Smedium,\Shigh,\Shigh,\Shigh,\SKKT_residual;primal_feasibility;dual_feasibility;complementarity;budget,\Sconstraint_violation;stationarity;complementarity;factorization_status,\S,\SMF_CONSTRAINED_NLP,\S,\SS017;S029;S030;S056;S064;S018,\Shigh,\S2026-07-13
\SM_BARRIER_LP_QP,\Sprimal-dual barrier法,\SPrimal-dual barrier method,\Sinterior point LP/QP,\SMF_LP_QP_CONIC,\Svariant,\Scentral pathを追跡してLP/QP/錐問題を解く。,\SLP;convex_QP;conic,\S問題が対応する標準形に表現され、凸性・cone条件が満たされる。,\Sexplicit_coefficients,\Scontinuous;cone_variables,\Slinear;quadratic_conic;semidefinite_by_solver,\Sprimary,\Susually_no_except_solver_extensions,\Sconvex_global,\Sdeterministic,\Sexact_with_tolerance,\S可行性・強双対性等の条件下で大域解とprimal-dual証明量。,\Sprimal_dual_residual;duality_gap;infeasibility_certificate_by_method,\Shigh_sparse,\Smedium_to_high,\Sbasis update、KKT factorization、またはsparse matrix-vector積。,\Sblack-box評価ではなく係数行列を直接利用。,\Slinear_algebra_or_first_order,\Slow,\Slow_to_medium,\Shigh,\Snot_applicable_input_data_sensitivity,\Snot_applicable,\Sprimal_dual_algorithm,\Slimited_by_solver,\Syes_for_parametric_by_solver,\S大域性;gap/dual;疎性;成熟solver,\S形式に入らない非線形・非凸には不適;数値スケール・退化,\Sinfeasible_or_unbounded;degeneracy;poor_scaling;factorization_memory,\Sblack-box;一般非凸を凸として誤分類;係数が不正確,\SLP/QP/錐構造が明示できる。,\S一般NLPへ落とす前に構造変換可能。,\Spresolveでinfeasible;数値warning;gap停滞;memory超過。,\Slow_to_medium,\Slow_to_medium,\Smedium,\Shigh,\Sprimal_dual_feasibility;duality_gap;time;node_or_iteration_limit,\Sprimal_residual;dual_residual;gap;condition;presolve_reductions,\S,\SMF_LP_QP_CONIC,\S,\SS004;S010;S012;S013;S014;S016;S055;S062,\Shigh,\S2026-07-13
\SM_BASIN_HOPPING,\Sbasin hopping,\SBasin-hopping,\Sbasinhopping,\SMF_GLOBAL_SEARCH,\Svariant,\S確率的摂動と局所最適化を交互に行う。,\Sbounded_nonconvex;multimodal;black_box,\S有限探索領域と十分な評価予算。証明型では追加構造。,\Sfunction_values;optional_local_derivatives,\Scontinuous;bounds,\Slocal_solver_dependent,\Susually_unnecessary,\Sprimary,\Sglobal_candidate,\Sstochastic,\Sheuristic,\S確率的漸近保証または限定条件下の決定論的保証。有限予算の証明は通常ない。,\Susually_none;method_specific,\Slow_to_medium,\Smedium,\S複数候補・局所探索・領域分割。,\S局所法より大幅に多い評価。,\Shigh_for_multistart_or_population,\Slower_than_single_start,\Smedium,\Shigh,\Smedium_by_variant,\Smedium,\Spenalty;feasibility_rules;local_solver,\Sconditional,\Srare,\S多峰性;複数解候補;局所法の初期値依存を緩和,\S評価費大;証明が弱い;次元の呪い,\Sbudget_exhaustion;premature_convergence;missed_basins,\S高次元高価で構造なし;局所解で十分;証明必須なのにheuristicのみ,\S低次元で大域候補が必要、評価予算がある。,\S複数start局所法で解が不安定。,\S評価予算消費に対しincumbent改善が小さい;多様性消失。,\Smedium,\Smedium,\Smedium,\Smedium,\Sevaluation_budget;time_budget;global_gap_if_available;stall,\Sbest_so_far;diversity;coverage;local_refinement_success,\S,\SMF_GLOBAL_SEARCH,\S,\SS006;S007;S008;S009;S072;S073;S074;S001;S002,\Shigh,\S2026-07-13
\SM_BAYESIAN_OPT_GP,\SGaussian process Bayesian optimization,\SGaussian-process Bayesian optimization,\SGP-BO,\SMF_SURROGATE_HPO,\Svariant,\SGP posteriorとacquisitionで高価な評価点を選ぶ。,\Sexpensive_black_box;hyperparameter_optimization;adaptive_experimentation,\S評価が高価で履歴再利用に価値がある。search spaceとnoise/resourceを適切にmodel化。,\Sfunction_values;optional_gradients,\Scontinuous;integer_by_encoding,\Sbounds;black_box_constraints_by_framework,\Snot_required,\Sprimary,\Sglobal_candidate,\Sstochastic,\Sstatistical,\Skernel・acquisition等の仮定下のregret保証があるが、実装一般への保証ではない。,\Snone;posterior_uncertainty_not_certificate,\Slow_to_medium_dimensions_and_observations,\Smedium_to_high_with_observations,\Ssurrogate fitting + acquisition optimization。,\S少ない高価評価を逐次またはbatchで選ぶ。,\Sbatch_or_asynchronous,\Smedium,\Shigh,\Shigh,\Smedium_to_high_if_modeled,\Smodel_dependent,\Sconstraint_surrogate;feasibility_probability;penalty,\Syes,\Syes,\S高価な評価の節約;不確実性活用;条件付き空間対応の変種,\S高次元・非定常・model misspecification;acquisition最適化;証明ではない,\Ssurrogate_mismatch;acquisition_failure;overconfident_noise_model;conditional_space_error,\S評価が安価で大量可能;極端高次元;再現不能noiseを未model化,\S低〜中次元、1評価が非常に高価、数十〜数百評価。,\Srandom/evolutionary searchでは予算不足。,\Ssurrogate CVが悪い;uncertainty不校正;acquisitionが同一点。,\Smedium,\Shigh,\Shigh,\Smedium,\Sevaluation_budget;time;expected_improvement;confidence_or_stall,\Sbest_so_far;surrogate_error;calibration;acquisition_value;failed_trials,\S,\SMF_SURROGATE_HPO,\S,\SS034;S035;S036;S037;S038;S059;S069;S075,\Shigh,\S2026-07-13
