problem_id,problem_name_ja,method_id,method_name_ja,method_family_id,fit_level,beginner_priority,variable_type,objective_structure,constraint_structure,convexity,smoothness,derivative_access,dimension_context,evaluation_cost,noise,solution_requirement,required_conditions,exclusion_conditions,guarantee_notes,budget_notes,representative_implementation_ids,evidence_source_ids,confidence,last_verified
PA007,高次元・勾配利用可能,M_NEWTON_CG,Newton-CG法,MF_SMOOTH_LOCAL,strongly_recommended,second_try,continuous,general_nonlinear,unconstrained,nonconvex,smooth,automatic_differentiation,high,moderate,deterministic,local_stationary,目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,不連続;評価ノイズが勾配を支配;離散変数,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PETSC_TAO,S019;S046;S056;S002;S057,high,2026-07-13
PA007,高次元・勾配利用可能,M_TRUST_KRYLOV,trust-krylov,MF_TRUST_REGION,recommended,expert_guidance_recommended,continuous,general_nonlinear,unconstrained,nonconvex,smooth,automatic_differentiation,high,moderate,deterministic,local_stationary,局所モデルと微分情報が利用可能。,不連続;強いノイズ;微分不能,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_TRUST_CONSTR;I_SCIPY_LEAST_SQUARES_TRF;I_CERES,S019;S046;S056;S002;S003,medium,2026-07-13
PA007,高次元・勾配利用可能,M_BFGS,BFGS法,MF_SMOOTH_LOCAL,conditional,expert_guidance_recommended,continuous,general_nonlinear,unconstrained,nonconvex,smooth,automatic_differentiation,high,moderate,deterministic,local_stationary,目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,不連続;評価ノイズが勾配を支配;離散変数,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_BFGS;I_OPTIMJL,S019;S046;S056;S002;S057,medium,2026-07-13
PA007,高次元・勾配利用可能,M_NELDER_MEAD,Nelder–Mead単体法,MF_DFO_LOCAL,generally_unsuitable,avoid_as_default,continuous,general_nonlinear,unconstrained,nonconvex,smooth,automatic_differentiation,high,moderate,deterministic,local_stationary,評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,問題の主要構造・変数型・保証要求と不整合。,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_NELDER_MEAD;I_NLOPT;I_OPTIMJL,S019;S046;S056;S002;S018;S031;S060;S063,medium,2026-07-13
PA008,上下限制約付き滑らか,M_LBFGSB,L-BFGS-B法,MF_SMOOTH_LOCAL,default_choice,first_try,continuous,general_nonlinear,bounds,nonconvex,smooth,analytic_gradient,medium,cheap,deterministic,local_stationary,目的が局所的に十分滑らか。微分情報または信頼できる近似が利用可能。,不連続;評価ノイズが勾配を支配;離散変数,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_LBFGSB,S002;S065;S056;S057,high,2026-07-13
PA008,上下限制約付き滑らか,M_PROJECTED_GRADIENT,射影勾配法,MF_CONSTRAINED_NLP,strongly_recommended,second_try,continuous,general_nonlinear,bounds,nonconvex,smooth,analytic_gradient,medium,cheap,deterministic,local_stationary,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,離散変数;不連続制約;強いノイズ,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_PETSC_TAO;I_JAXOPT,S002;S065;S017;S029;S030;S056;S064;S055;S066,high,2026-07-13
PA008,上下限制約付き滑らか,M_ACTIVE_SET,active-set NLP/QP,MF_CONSTRAINED_NLP,recommended,expert_guidance_recommended,continuous,general_nonlinear,bounds,nonconvex,smooth,analytic_gradient,medium,cheap,deterministic,local_stationary,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,離散変数;不連続制約;強いノイズ,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_KNITRO,S002;S065;S017;S029;S030;S056;S064;S012;S016,medium,2026-07-13
PA008,上下限制約付き滑らか,M_SLSQP,SLSQP,MF_CONSTRAINED_NLP,conditional,expert_guidance_recommended,continuous,general_nonlinear,bounds,nonconvex,smooth,analytic_gradient,medium,cheap,deterministic,local_stationary,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,離散変数;不連続制約;強いノイズ,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_SLSQP,S002;S065;S017;S029;S030;S056;S064,medium,2026-07-13
PA008,上下限制約付き滑らか,M_NELDER_MEAD,Nelder–Mead単体法,MF_DFO_LOCAL,generally_unsuitable,avoid_as_default,continuous,general_nonlinear,bounds,nonconvex,smooth,analytic_gradient,medium,cheap,deterministic,local_stationary,評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,問題の主要構造・変数型・保証要求と不整合。,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_NELDER_MEAD;I_NLOPT;I_OPTIMJL,S002;S065;S018;S031;S060;S063,medium,2026-07-13
PA009,一般滑らか制約付きNLP,M_INTERIOR_POINT_NLP,NLP内点法,MF_CONSTRAINED_NLP,default_choice,first_try,continuous,general_nonlinear,mixed,nonconvex,smooth,analytic_gradient,medium,moderate,deterministic,local_stationary,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,離散変数;不連続制約;強いノイズ,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_TRUST_CONSTR;I_IPOPT;I_PYOMO;I_KNITRO;I_CASADI,S017;S029;S030;S056;S064,high,2026-07-13
PA009,一般滑らか制約付きNLP,M_SQP,逐次二次計画法,MF_CONSTRAINED_NLP,strongly_recommended,second_try,continuous,general_nonlinear,mixed,nonconvex,smooth,analytic_gradient,medium,moderate,deterministic,local_stationary,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,離散変数;不連続制約;強いノイズ,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_TRUST_CONSTR;I_KNITRO;I_SNOPT;I_CASADI;I_ACADOS,S017;S029;S030;S056;S064,high,2026-07-13
PA009,一般滑らか制約付きNLP,M_SLSQP,SLSQP,MF_CONSTRAINED_NLP,recommended,expert_guidance_recommended,continuous,general_nonlinear,mixed,nonconvex,smooth,analytic_gradient,medium,moderate,deterministic,local_stationary,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,離散変数;不連続制約;強いノイズ,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_SLSQP,S017;S029;S030;S056;S064;S002,medium,2026-07-13
PA009,一般滑らか制約付きNLP,M_AUGMENTED_LAGRANGIAN,拡張Lagrange法,MF_CONSTRAINED_NLP,conditional,expert_guidance_recommended,continuous,general_nonlinear,mixed,nonconvex,smooth,analytic_gradient,medium,moderate,deterministic,local_stationary,制約・目的が滑らか。適切な制約資格条件と数値スケーリング。,離散変数;不連続制約;強いノイズ,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_NLOPT,S017;S029;S030;S056;S064;S018,medium,2026-07-13
PA009,一般滑らか制約付きNLP,M_COBYLA,COBYLA,MF_DFO_LOCAL,generally_unsuitable,avoid_as_default,continuous,general_nonlinear,mixed,nonconvex,smooth,analytic_gradient,medium,moderate,deterministic,local_stationary,評価が有限で、局所探索に十分な予算。手法により局所Lipschitz性等。,問題の主要構造・変数型・保証要求と不整合。,非凸では局所stationary/KKT点。凸性が確認できる場合のみ局所条件を大域性へ読み替えられる。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_SCIPY_COBYLA;I_NLOPT,S017;S029;S030;S056;S002;S018;S031;S060;S063,medium,2026-07-13
PA010,非滑らか凸複合,M_PROX_GRADIENT,近接勾配法,MF_COMPOSITE_CONVEX,default_choice,first_try,continuous,composite,unconstrained,convex,nonsmooth,subgradient,high,cheap,deterministic,convex_global,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非凸で証明必須;prox/射影が高価;離散変数,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,I_JAXOPT,S055;S066;S067;S061,high,2026-07-13
PA010,非滑らか凸複合,M_FISTA,FISTA,MF_COMPOSITE_CONVEX,strongly_recommended,second_try,continuous,composite,unconstrained,convex,nonsmooth,subgradient,high,cheap,deterministic,convex_global,凸性または適切な単調性。近接作用素・射影・分解が計算可能。,非凸で証明必須;prox/射影が高価;離散変数,モデル仮定、数値許容差、solver status、primal/dual residualまたはgapを満たす場合に限る。,目的・制約・微分の各評価回数と総wall-clockを分けて記録。,,S055;S066;S067;S061,high,2026-07-13
